act_fun	layers	neurons	alpha	iterations	batch_size	batch_count	std_dev	train_err	test_err	train_score	test_score		layers_structure
relu	3	80	0,1	100	100	300	0,01	0,0043	0,0063	97,48%	96,28%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	100	100	300	0,01	0,0049	0,0060	96,84%	96,00%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	100	100	300	0,01	0,0035	0,0054	97,79%	96,70%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	100	100	300	0,01	0,0037	0,0056	97,76%	96,67%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	100	100	300	0,01	0,0857	0,0856	24,30%	24,31%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	100	100	300	0,01	0,0046	0,0074	97,30%	95,59%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	100	100	300	0,01	0,0044	0,0068	97,45%	96,06%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	100	100	300	0,01	0,0636	0,0632	55,38%	56,09%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	100	100	300	0,01	0,0070	0,0106	95,91%	93,88%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	100	100	300	0,01	0,0062	0,0093	96,40%	94,62%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	100	500	1	0,01	0,0898	0,0898	14,43%	14,45%		[(784, 50), (50, 10)]
tanh	2	60	0,1	100	500	1	0,01	0,0524	0,0519	71,79%	72,27%		[(784, 50), (50, 10)]
relu	2	60	0,1	100	500	1	0,01	0,0425	0,0418	75,56%	76,03%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	100	500	1	0,01	0,0900	0,0900	10,22%	10,10%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	100	500	1	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	100	500	100	0,01	0,0083	0,0088	94,59%	94,23%		[(784, 50), (50, 10)]
tanh	2	60	0,1	100	500	100	0,01	0,0043	0,0058	97,23%	96,18%		[(784, 50), (50, 10)]
relu	2	60	0,1	100	500	100	0,01	0,0039	0,0053	97,55%	96,47%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	100	500	100	0,01	0,0215	0,0211	86,68%	86,79%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	100	500	100	0,01	0,0030	0,0055	98,14%	96,51%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	100	500	100	0,01	0,0031	0,0058	98,09%	96,27%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	100	500	100	0,01	0,0156	0,0153	90,01%	90,15%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	100	500	100	0,01	0,0026	0,0048	98,45%	96,87%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	100	500	100	0,01	0,0026	0,0051	98,46%	96,85%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	100	500	100	0,01	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	100	500	100	0,01	0,0048	0,0066	96,94%	95,60%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	100	500	100	0,01	0,0105	0,0130	93,24%	91,77%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	100	500	100	0,01	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	100	500	100	0,01	0,0086	0,0101	94,43%	93,39%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	100	500	100	0,01	0,0074	0,0092	95,17%	93,99%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	100	500	300	0,01	0,0042	0,0052	97,31%	96,60%		[(784, 50), (50, 10)]
tanh	2	60	0,1	100	500	300	0,01	0,0015	0,0043	99,13%	97,15%		[(784, 50), (50, 10)]
relu	2	60	0,1	100	500	300	0,01	0,0013	0,0046	99,31%	97,01%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	100	500	300	0,01	0,0043	0,0055	97,30%	96,47%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	100	500	300	0,01	0,0006	0,0045	99,67%	97,22%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	100	500	300	0,01	0,0006	0,0053	99,68%	96,79%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	100	500	300	0,01	0,0042	0,0055	97,39%	96,35%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	100	500	300	0,01	0,0005	0,0039	99,75%	97,62%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	100	500	300	0,01	0,0005	0,0044	99,73%	97,28%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	100	500	300	0,01	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	100	500	300	0,01	0,0006	0,0056	99,66%	96,68%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	100	500	300	0,01	0,0006	0,0066	99,67%	96,21%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	100	500	300	0,01	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	100	500	300	0,01	0,0036	0,0084	97,66%	94,93%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	100	500	300	0,01	0,0035	0,0088	97,71%	94,59%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	10	1	0,01	0,0812	0,0805	39,13%	40,23%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	10	1	0,01	0,0957	0,0945	35,15%	35,74%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	10	1	0,01	0,0860	0,0858	38,89%	39,41%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	10	1	0,01	0,0958	0,0959	9,87%	9,80%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	10	1	0,01	0,1068	0,1069	25,05%	24,54%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	10	1	0,01	0,1179	0,1185	27,38%	27,33%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	10	1	0,01	0,0958	0,0958	9,87%	9,80%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	10	1	0,01	0,1026	0,1018	31,80%	32,79%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	10	1	0,01	0,1156	0,1164	30,43%	30,03%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	10	1	0,01	0,0957	0,0958	9,87%	9,80%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	10	1	0,01	0,0957	0,0958	9,87%	9,80%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	10	1	0,01	0,1147	0,1145	21,77%	21,59%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	10	1	0,01	0,0957	0,0958	10,39%	10,46%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	10	1	0,01	0,0973	0,0973	21,45%	20,93%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	10	1	0,01	0,0951	0,0955	14,38%	14,04%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	10	100	0,01	0,0181	0,0172	88,84%	89,55%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	10	100	0,01	0,0189	0,0179	88,53%	89,34%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	10	100	0,01	0,0194	0,0185	88,48%	88,99%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	10	100	0,01	0,0233	0,0225	85,87%	86,43%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	10	100	0,01	0,0213	0,0203	87,61%	88,25%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	10	100	0,01	0,0227	0,0227	87,07%	87,07%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	10	100	0,01	0,0241	0,0235	85,39%	85,80%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	10	100	0,01	0,0218	0,0204	87,38%	88,13%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	10	100	0,01	0,0233	0,0230	86,80%	86,99%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	10	100	0,01	0,0537	0,0537	68,29%	68,15%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	10	100	0,01	0,0247	0,0232	86,33%	87,01%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	10	100	0,01	0,0245	0,0233	86,49%	87,24%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	10	100	0,01	0,0576	0,0568	65,98%	66,61%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	10	100	0,01	0,0272	0,0252	85,10%	86,00%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	10	100	0,01	0,0269	0,0262	85,07%	85,40%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	10	300	0,01	0,0135	0,0135	91,81%	91,71%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	10	300	0,01	0,0129	0,0128	92,27%	92,32%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	10	300	0,01	0,0132	0,0133	92,30%	92,26%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	10	300	0,01	0,0141	0,0143	91,59%	91,49%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	10	300	0,01	0,0134	0,0129	92,30%	92,68%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	10	300	0,01	0,0136	0,0138	92,36%	92,18%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	10	300	0,01	0,0135	0,0134	92,02%	92,02%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	10	300	0,01	0,0131	0,0130	92,41%	92,48%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	10	300	0,01	0,0126	0,0128	92,84%	92,66%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	10	300	0,01	0,0252	0,0244	85,31%	85,85%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	10	300	0,01	0,0150	0,0148	91,72%	91,80%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	10	300	0,01	0,0130	0,0124	92,76%	93,03%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	10	300	0,01	0,0328	0,0330	81,48%	81,41%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	10	300	0,01	0,0181	0,0184	89,99%	89,84%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	10	300	0,01	0,0169	0,0166	90,95%	91,05%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	100	1	0,01	0,0432	0,0434	70,76%	70,44%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	100	1	0,01	0,0373	0,0370	73,78%	74,19%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	100	1	0,01	0,0377	0,0373	73,88%	74,41%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	100	1	0,01	0,0906	0,0906	10,22%	10,10%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	100	1	0,01	0,0824	0,0821	22,44%	22,67%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	100	1	0,01	0,0629	0,0620	57,15%	58,28%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	100	1	0,01	0,0906	0,0906	18,04%	18,02%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	100	1	0,01	0,0495	0,0494	65,22%	65,41%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	100	1	0,01	0,0644	0,0635	58,65%	59,30%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	100	1	0,01	0,0906	0,0906	8,50%	8,51%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	100	1	0,01	0,0906	0,0906	10,22%	10,10%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	100	1	0,01	0,0906	0,0906	10,22%	10,10%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	100	1	0,01	0,0906	0,0906	9,72%	9,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	100	1	0,01	0,0906	0,0906	12,13%	12,04%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	100	1	0,01	0,0906	0,0906	11,64%	12,00%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	100	100	0,01	0,0069	0,0075	95,55%	95,07%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	100	100	0,01	0,0074	0,0084	95,41%	94,80%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	100	100	0,01	0,0080	0,0088	95,22%	94,74%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	100	100	0,01	0,0075	0,0082	95,32%	94,84%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	100	100	0,01	0,0075	0,0080	95,54%	95,20%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	100	100	0,01	0,0091	0,0106	94,78%	93,91%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	100	100	0,01	0,0073	0,0085	95,47%	94,62%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	100	100	0,01	0,0064	0,0070	96,17%	95,75%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	100	100	0,01	0,0080	0,0089	95,34%	94,80%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	100	100	0,01	0,0135	0,0147	91,45%	90,57%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	100	100	0,01	0,0100	0,0114	94,28%	93,50%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	100	100	0,01	0,0106	0,0122	94,03%	93,04%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	100	100	0,01	0,0190	0,0194	87,58%	87,28%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	100	100	0,01	0,0135	0,0156	92,49%	91,32%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	100	100	0,01	0,0128	0,0153	92,96%	91,55%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	100	300	0,01	0,0036	0,0054	97,74%	96,53%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	100	300	0,01	0,0038	0,0056	97,68%	96,61%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	100	300	0,01	0,0037	0,0057	97,80%	96,60%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	100	300	0,01	0,0040	0,0069	97,53%	95,80%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	100	300	0,01	0,0039	0,0058	97,69%	96,59%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	100	300	0,01	0,0042	0,0064	97,59%	96,34%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	100	300	0,01	0,0037	0,0055	97,69%	96,72%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	100	300	0,01	0,0039	0,0062	97,71%	96,25%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	100	300	0,01	0,0039	0,0058	97,78%	96,66%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	100	300	0,01	0,0068	0,0105	95,99%	93,82%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	100	300	0,01	0,0047	0,0073	97,34%	95,88%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	100	300	0,01	0,0058	0,0091	96,82%	95,04%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	100	300	0,01	0,0103	0,0150	94,04%	91,38%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	100	300	0,01	0,0076	0,0119	95,78%	93,44%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	100	300	0,01	0,0066	0,0104	96,47%	94,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	500	1	0,01	0,0436	0,0427	73,44%	73,78%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	500	1	0,01	0,0224	0,0215	84,68%	85,36%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	500	1	0,01	0,0233	0,0224	84,30%	84,84%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	500	1	0,01	0,0903	0,0902	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	500	1	0,01	0,0709	0,0705	36,19%	36,17%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	500	1	0,01	0,0451	0,0433	66,97%	68,13%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	500	1	0,01	0,0903	0,0902	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	500	1	0,01	0,0635	0,0627	45,29%	46,40%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	500	1	0,01	0,0358	0,0350	75,90%	76,23%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	500	1	0,01	0,0903	0,0902	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	500	1	0,01	0,0903	0,0902	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	500	1	0,01	0,0903	0,0902	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	500	1	0,01	0,0903	0,0902	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	500	1	0,01	0,0903	0,0902	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	500	1	0,01	0,0903	0,0902	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	500	100	0,01	0,0034	0,0051	97,84%	96,69%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	500	100	0,01	0,0023	0,0049	98,54%	96,92%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	500	100	0,01	0,0024	0,0050	98,57%	96,85%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	500	100	0,01	0,0029	0,0051	98,19%	96,56%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	500	100	0,01	0,0024	0,0054	98,58%	96,71%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	500	100	0,01	0,0026	0,0055	98,49%	96,84%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	500	100	0,01	0,0027	0,0050	98,31%	96,67%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	500	100	0,01	0,0022	0,0045	98,62%	97,23%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	500	100	0,01	0,0025	0,0054	98,54%	96,82%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	500	100	0,01	0,0694	0,0689	41,74%	42,95%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	500	100	0,01	0,0030	0,0067	98,26%	96,23%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	500	100	0,01	0,0045	0,0095	97,51%	94,75%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	500	100	0,01	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	500	100	0,01	0,0046	0,0104	97,35%	94,13%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	500	100	0,01	0,0167	0,0179	88,89%	87,81%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,1	600	500	300	0,01	0,0009	0,0042	99,50%	97,26%		[(784, 50), (50, 10)]
tanh	2	60	0,1	600	500	300	0,01	0,0004	0,0048	99,76%	96,93%		[(784, 50), (50, 10)]
relu	2	60	0,1	600	500	300	0,01	0,0004	0,0046	99,78%	97,29%		[(784, 50), (50, 10)]
sigmoid	3	80	0,1	600	500	300	0,01	0,0005	0,0047	99,72%	97,19%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,1	600	500	300	0,01	0,0004	0,0050	99,74%	97,06%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,1	600	500	300	0,01	0,0004	0,0053	99,77%	96,93%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,1	600	500	300	0,01	0,0004	0,0042	99,75%	97,43%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,1	600	500	300	0,01	0,0003	0,0042	99,79%	97,50%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,1	600	500	300	0,01	0,0004	0,0047	99,77%	97,29%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,1	600	500	300	0,01	0,0010	0,0069	99,46%	95,72%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,1	600	500	300	0,01	0,0005	0,0061	99,72%	96,50%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,1	600	500	300	0,01	0,0006	0,0075	99,67%	95,89%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,1	600	500	300	0,01	0,0038	0,0091	97,69%	94,33%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,1	600	500	300	0,01	0,0009	0,0098	99,51%	94,59%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,1	600	500	300	0,01	0,0023	0,0105	98,61%	94,02%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	10	1	0,01	0,0982	0,0981	9,92%	10,09%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	10	1	0,01	0,0911	0,0911	9,92%	10,09%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	10	1	0,01	0,0989	0,0987	9,92%	10,09%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	10	1	0,01	0,0926	0,0925	9,92%	10,09%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	10	1	0,01	0,0929	0,0928	9,92%	10,09%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	10	1	0,01	0,0902	0,0902	9,92%	10,09%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	10	1	0,01	0,1065	0,1063	9,92%	10,09%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	10	1	0,01	0,1141	0,1139	9,92%	10,09%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	10	1	0,01	0,1477	0,1474	9,92%	10,09%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	10	1	0,01	0,0978	0,0977	9,92%	10,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	10	1	0,01	0,1009	0,1007	9,92%	10,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	10	1	0,01	0,0920	0,0920	9,92%	10,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	10	1	0,01	0,0936	0,0935	9,92%	10,09%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	10	1	0,01	0,0911	0,0910	9,92%	10,09%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	10	1	0,01	0,0994	0,0993	9,92%	10,09%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	10	100	0,01	0,0690	0,0689	43,66%	43,92%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	10	100	0,01	0,0426	0,0426	70,16%	70,42%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	10	100	0,01	0,0532	0,0534	60,25%	60,67%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	10	100	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	10	100	0,01	0,0801	0,0804	28,85%	28,75%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	10	100	0,01	0,0834	0,0832	21,59%	21,82%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	10	100	0,01	0,0901	0,0901	10,22%	10,10%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	10	100	0,01	0,0919	0,0917	29,11%	28,92%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	10	100	0,01	0,0784	0,0784	27,96%	27,87%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	10	100	0,01	0,0903	0,0903	10,22%	10,10%		[(784, 50), (50, 40), (40, 30), (30, 10)]
